	g__Acidaminococcus	g__Acinetobacter	g__Afipia	g__Akkermansia	g__Anaerostipes	g__Bacillus	g__Bacteroides	g__Bifidobacterium	g__Blautia	g__Bosea	g__Bradyrhizobium	g__Caloramator	g__Campylobacter	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Dialister	g__Dorea	g__Enterobacter	g__Enterococcus	g__Eubacterium	g__Faecalibacterium	g__Haemophilus	g__Lachnospira	g__Lactobacillus	g__Methylobacterium	g__Micrococcus	g__Morganella	g__Oscillospira	g__Paenibacillus	g__Parabacteroides	g__Paraprevotella	g__Phascolarctobacterium	g__Phyllobacterium	g__Prevotella	g__Propionibacterium	g__Pseudomonas	g__Ralstonia	g__Roseburia	g__Ruminococcus	g__Salmonella	g__Streptococcus	g__Sutterella	g__Veillonella	g__Weissella
g__Paraprevotella	-0.21041006896378	0.144647201648619	-0.242258501951663	0.201565148080071	0.354736312088106	-0.320372708349184	0.356960326792001	-0.0124216115053159	0.122067236091996	-0.126793209975042	-0.503704953498835	-0.0759477903113831	0.207491372996749	0.407773075265419	0.305170149534629	0.190291367724366	0.183074695096255	-0.0944203630048332	0.13640490692159	0.10775024487792	0.154079297819621	-0.164848556874999	0.0116403996168619	-0.24688909417913	0.267652070514793	-0.433690242078468	-0.415275791297548	-0.346931419320068	-0.0082394036129187	0.103966628447116	0.201314385941955	0.291700328327871	1	0.443585455406571	-0.193295987470974	-0.0865755256858333	-0.224435668001959	0.249778634768871	-0.201952964018706	0.144459362530651	-0.0685820030087563	-0.0383014932853159	-0.463523608678294	0.0894341590900907	-0.171832667024968	0.0156486350902592
g__Phascolarctobacterium	0.00613290645747283	0.212095070151213	0.02562407845327	0.55624786846039	0.589025304023301	-0.398167900757318	0.296170121035913	-0.453639712761235	0.162496340749764	-0.148679983806514	-0.369788216849065	-0.131581006281244	-0.172262903782029	0.399861861696791	0.311187387522205	0.250955213285887	0.0412239972811694	-0.511342088652069	0.328926368002597	0.000198827831802003	0.175634051885108	-0.103532139116077	0.00166850137182218	-0.0141676619889862	-0.00591721171519764	-0.229331919881447	-0.291540574444803	-0.272045651995017	-0.062908650967235	0.245303235425007	0.251604472136755	0.287644642350371	0.443585455406571	1	-0.212654683469163	-0.293802098932958	-0.198031733388122	-0.0971042874647528	0.100337794624341	0.164925817299117	0.0366048777120052	-0.0823203733386227	-0.176955697148189	0.630255837298446	0.0251618861748999	-0.326378387203168
g__Phyllobacterium	-0.306310413801101	0.407856369408173	0.376083253059067	0.0715983163796749	-0.242882468481646	0.357044401548365	-0.325502166754927	0.237661136853858	-0.149529311925022	0.351092840958988	0.475142495591209	0.392211328185858	-0.192403252662218	-0.39128175196594	-0.495668332986047	-0.564340658951657	0.107037035883653	-0.0238436931451626	-0.0972163761347746	0.108209237633666	-0.0486333788070376	-0.177072508111869	-0.182753424997376	0.235851837816904	-0.392262894675322	0.176908797075175	-0.00574591683109691	0.319602324283468	0.267298163098483	-0.510566874724524	0.241321021366944	-0.178351271982756	-0.193295987470974	-0.212654683469163	1	-0.140469465359102	0.220571148621156	0.266752950524115	0.32370326873366	-0.476756309090809	-0.0785509519186201	0.359643648911848	0.240481764775857	-0.136574365100924	0.204684699898121	0.0866159117248907
g__Prevotella	0.231198707482601	-0.213536623235878	-0.0198578726096674	-0.459946845422068	0.0296237030905476	0.0307853960941633	-0.0367949806313661	0.462739073871988	0.0788462717347561	-0.193140444187515	-0.0374774180931002	-0.304099398720282	0.200512281528187	0.215558489658331	0.193216725317792	0.539829143961239	-0.0162743836083633	0.547202404037172	0.190099354972243	-0.21942853155687	-0.124982796110561	0.0287021779945235	0.665072205895092	-0.0821022279280138	0.693864701262534	0.22875752104314	0.151707110468059	0.0638477535846142	-0.168774048076622	-0.0192679039637006	-0.5095045270007	0.0623841513352979	-0.0865755256858333	-0.293802098932958	-0.140469465359102	1	-0.0819244708997509	-0.30978333657821	-0.253720149698669	0.331075307880955	0.00483568120496735	-0.198472319204654	0.34800748585073	-0.36736633205055	-0.154385221676452	0.135887518223178
g__Propionibacterium	-0.277599326052454	0.0457427377113993	0.447865291656446	0.210806306467095	-0.500429881483477	0.31174015131789	-0.552453642017582	0.200823272853307	-0.296437567131993	0.0138523765151643	0.401864148783529	0.477489711662047	-0.105064777858477	-0.304500175899569	-0.0460701976903917	-0.323161191645831	-0.164815573472897	0.112835801768231	-0.389260565291093	-0.0277053970532898	-0.212958729039299	0.325683028569738	-0.25247314314375	-0.219669881106736	-0.373185937045802	0.222114428774519	0.646038771960395	0.437003373271642	-0.100587905132227	-0.194666954551496	0.457169045345742	-0.213326579861142	-0.224435668001959	-0.198031733388122	0.220571148621156	-0.0819244708997509	1	0.181634600392452	0.441558870223704	-0.156282459991881	-0.338944342152674	0.261450550824966	0.477022153800196	0.0488474663880028	0.178909613961132	0.441485487094694
g__Pseudomonas	-0.169155326990883	0.0972004717848823	-0.090804391175752	0.0687974316734976	-0.189111817767866	-0.15782032573156	0.27413762665326	0.0387055563444058	-0.0516891686781514	0.390198651823277	-0.121344377049303	0.343532033348547	0.100417922285788	-0.177200814936338	-0.340331107597324	-0.37261320119099	0.219215405862167	-0.207529321943933	-0.0438118894473117	0.362199089807334	0.39466989540145	0.159048041526993	-0.372835377233972	-0.0641704361277871	-0.195221365148689	-0.339583504473813	-0.123081802079262	0.283066674428838	0.337570842688468	-0.316035893722648	0.218376040708487	-0.361606962826418	0.249778634768871	-0.0971042874647528	0.266752950524115	-0.30978333657821	0.181634600392452	1	0.275576279879043	-0.357664758448376	0.0151361063165474	0.408838307215239	-0.169126146925401	-0.0311054447916356	0.268772887990188	0.339664015933087
g__Ralstonia	-0.301715362448642	0.257299655908427	0.133373772892426	0.590682769269112	-0.213372478817029	0.0513823499993163	-0.195078863282968	0.140824458700829	-0.0726845072456414	0.110732206832978	0.172593398145636	0.516537067907094	-0.173849333094433	-0.285525500744535	-0.492697204780039	-0.349803275122391	-0.214883055369253	-0.365038688725021	-0.148006968602835	0.111653411324642	0.0718374856309239	0.164034118265987	-0.165829810243602	-0.0208668605979298	-0.464414824795285	-0.0158908902237991	0.231240957202099	0.495379291316791	0.116699618891738	-0.254364261920848	0.212079521666441	-0.074381909095581	-0.201952964018706	0.100337794624341	0.32370326873366	-0.253720149698669	0.441558870223704	0.275576279879043	1	-0.382367261624304	-0.0586255770693078	0.342142103367364	0.205850845829533	0.0924910761221115	0.200068677650209	0.130131876193889
g__Roseburia	0.248420182882357	0.0066671408599125	-0.109484659610526	-0.252433420435098	0.519645899423498	-0.270248949703522	0.305967309736635	-0.139690466616794	0.227992040926488	-0.322644050600104	-0.386298565177879	-0.28827585306213	0.370861611099044	-0.00768662325012446	0.528325858619332	0.684251706341624	0.0866190106933429	0.2431881613098	0.193808684003772	-0.317152608037771	-0.0233073205102391	-0.156670356655462	0.158148709952929	0.0938617768823673	0.442267580471275	-0.0354761106161246	0.100306109271099	-0.146562458713448	0.0668927333369675	0.451738670283703	-0.0236304645603138	-0.0372210723033961	0.144459362530651	0.164925817299117	-0.476756309090809	0.331075307880955	-0.156282459991881	-0.357664758448376	-0.382367261624304	1	0.175056649420334	-0.404333178755998	0.0737821490578374	0.122385263157893	-0.0656348915988207	-0.105401635983863
g__Ruminococcus	-0.156000279627917	-0.111220956858573	-0.120919507873411	-0.0527055783070689	0.178687439271361	-0.016921869566952	0.660882569251459	-0.308702962606957	0.832282837122927	-0.0842924418010398	0.0361327293150083	-0.205560829974096	0.117284725964266	0.0264744252614478	-0.253424482652215	0.33855323822695	0.00766910544691445	0.0335193314655429	0.344319999121936	0.380351202739606	0.299229432636197	-0.117754570450344	-0.00626748174755477	0.129140684587187	0.114882674832213	0.000318847346668347	-0.0832196269993946	-0.360664047137464	-0.223950785425801	0.199983937796639	0.094730782758609	-0.000956865807083161	-0.0685820030087563	0.0366048777120052	-0.0785509519186201	0.00483568120496735	-0.338944342152674	0.0151361063165474	-0.0586255770693078	0.175056649420334	1	0.0163941741551917	-0.10771705811022	-0.0339231964395219	0.0400856125532301	-0.476459054247024
g__Salmonella	0.0717281790097663	0.0709694933826721	0.124264131282557	0.159300116128334	-0.388136560084863	0.20719434019836	-0.122274445603735	-0.00946643105272107	-0.211370982146561	0.173698209585595	0.297756163918551	0.15444534722997	-0.400271511829515	0.0150981184953936	-0.238292034721682	-0.243215392745471	-0.256360686003312	-0.0255897647642934	-0.0752840557273336	0.623533177457206	-0.243399639486299	0.161053881821153	0.0140565971110471	-0.183513063582317	-0.345837038642498	0.108581160253995	0.210011299103482	0.257438900637678	0.0757653329197013	-0.248623419428606	0.17720756642116	-0.127864542833322	-0.0383014932853159	-0.0823203733386227	0.359643648911848	-0.198472319204654	0.261450550824966	0.408838307215239	0.342142103367364	-0.404333178755998	0.0163941741551917	1	-0.193003847283388	0.0852736783192277	0.0853872233863449	0.0937769543938493
g__Streptococcus	-0.156070335399762	-0.299380148157206	0.471180969183526	-0.0456325117567765	-0.0803407574739301	0.254429509196561	-0.406368061756599	0.19042998401611	-0.0783988830581679	-0.244700230732379	0.234940530294988	0.0395812959751406	0.128005302316303	-0.411455793250164	-0.266525358401003	0.047749428264394	0.00935032620138701	0.186997589935565	-0.0579700136441667	-0.230968282217648	-0.0212964546198502	-0.0492345765535677	0.0390112050028244	0.0713540047599056	0.103774062654743	0.31246378344898	0.552478368423834	0.0965442736377267	-0.158129687664532	-0.31500617458211	0.16781384286561	-0.349793586969259	-0.463523608678294	-0.176955697148189	0.240481764775857	0.34800748585073	0.477022153800196	-0.169126146925401	0.205850845829533	0.0737821490578374	-0.10771705811022	-0.193003847283388	1	-0.230262515735023	0.13793912610418	0.102484024294103
g__Sutterella	0.026212484634271	0.324738445750039	0.165919606354363	0.345089456109661	0.185586410402897	-0.240121902870185	-0.00265374026367392	-0.282337044632805	-0.0131703144598522	0.126998379833817	-0.159894872316339	0.0696482798459364	-0.4282155551445	0.118743049118432	0.22921575514023	0.170254100769734	-0.0790686009346828	-0.445987434446315	0.427057393264961	-0.185649585132052	-0.0997036247485822	0.294933759917911	-0.160271441297579	0.100757515801655	-0.264722279294135	-0.0700070654910096	-0.217329610211587	0.0613049501443214	0.0147089041710251	0.362212123033939	0.191918878410225	0.145833842617835	0.0894341590900907	0.630255837298446	-0.136574365100924	-0.36736633205055	0.0488474663880028	-0.0311054447916356	0.0924910761221115	0.122385263157893	-0.0339231964395219	0.0852736783192277	-0.230262515735023	1	0.046492992467763	-0.209419862802015
g__Veillonella	0.10169440120195	0.0571092239397117	-0.00423617881260848	-0.135451766601875	0.112973592089817	-0.0736640998959071	0.0494706380909331	0.0861525362424038	0.164619325696033	0.155676515335589	0.0404732712175124	-0.104564956503892	-0.133418084593218	-0.125771242332696	-0.111845410875565	-0.37920383407312	-0.183327789346045	-0.187819599884669	-0.32159065439553	0.0155589588893408	0.44039561334297	-0.0734589072856891	-0.273101065552076	0.2810953701303	0.00862003699705018	0.0465452398139174	0.0930124250252692	0.387094863332684	-0.069108281677796	-0.217051570796813	0.106863813452383	-0.232041391385113	-0.171832667024968	0.0251618861748999	0.204684699898121	-0.154385221676452	0.178909613961132	0.268772887990188	0.200068677650209	-0.0656348915988207	0.0400856125532301	0.0853872233863449	0.13793912610418	0.046492992467763	1	0.153633156117279
g__Weissella	0.0541062692480717	-0.0969788348400025	0.0465844984289399	0.013547968108321	-0.301998279632993	0.100965515658061	-0.357061679669474	0.463874469322695	-0.366670678527145	0.436080050166274	0.136974711644188	0.256530529505118	0.137843907178014	-0.115870688410364	0.13458284772394	-0.300886031405979	0.0688734351899372	0.0379539033645012	-0.469272367455485	-0.102330590923971	0.0139118659043103	-0.129147498375053	0.00661597258691566	-0.420324501847221	-0.000216226956290127	-0.148445261607654	0.188746607635056	0.460986594417754	0.00468591070112577	-0.415122386909404	-0.089476511135875	0.00153334178784961	0.0156486350902592	-0.326378387203168	0.0866159117248907	0.135887518223178	0.441485487094694	0.339664015933087	0.130131876193889	-0.105401635983863	-0.476459054247024	0.0937769543938493	0.102484024294103	-0.209419862802015	0.153633156117279	1
